iter	F1	Logloss	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
270	0.8709433198	0.4039159633	0.776663401	0.2582167832	0.9912751678	0.9912751678
271	0.8712776024	0.4037150192	0.7771952157	0.2588049763	0.9912751678	0.9912751678
272	0.8715091792	0.4031196468	0.7775638219	0.2592137592	0.9912751678	0.9912751678
273	0.8718438965	0.4026690558	0.7780968709	0.2598065084	0.9912751678	0.9912751678
274	0.8728470266	0.4020811181	0.7792816004	0.261130742	0.9919463087	0.9919463087
275	0.8729786958	0.4012428913	0.7799064722	0.2618330083	0.9912751678	0.9912751678
276	0.8736216898	0.4004568549	0.7805174294	0.2625222025	0.9919463087	0.9919463087
277	0.8739578043	0.4000068603	0.7810541734	0.2631297846	0.9919463087	0.9919463087
278	0.874864015	0.3992837439	0.7825029294	0.2647796489	0.9919463087	0.9919463087
279	0.87579808	0.3983519784	0.7839986963	0.2664983772	0.9919463087	0.9919463087
280	0.8762138606	0.3975876017	0.7846653186	0.2672694394	0.9919463087	0.9919463087
281	0.8768589938	0.3969961541	0.7852800967	0.2679833303	0.9926174497	0.9926174497
282	0.87696847	0.3963354476	0.7858764655	0.2686784221	0.9919463087	0.9919463087
283	0.8781035334	0.3957960704	0.7868569748	0.2698268004	0.9932885906	0.9932885906
284	0.8782861006	0.3953946546	0.7871502155	0.2701715955	0.9932885906	0.9932885906
285	0.8784948417	0.3950081969	0.7874856155	0.2705667276	0.9932885906	0.9932885906
286	0.8789126218	0.3944556716	0.7881572737	0.2713604694	0.9932885906	0.9932885906
287	0.8797493751	0.3937371214	0.7895040331	0.2729620066	0.9932885906	0.9932885906
288	0.8799064438	0.393181807	0.7897570631	0.2732644018	0.9932885906	0.9932885906
289	0.8806664003	0.3922857233	0.7909823311	0.2747354743	0.9932885906	0.9932885906
290	0.8810337458	0.391665073	0.7915752015	0.2754513307	0.9932885906	0.9932885906
291	0.8817430641	0.3910205715	0.792721108	0.2768424991	0.9932885906	0.9932885906
292	0.8817693571	0.3905238249	0.7927636127	0.2768942937	0.9932885906	0.9932885906
293	0.881927148	0.390126438	0.7930187367	0.2772054692	0.9932885906	0.9932885906
294	0.8824271917	0.3895078195	0.7938277135	0.2781954887	0.9932885906	0.9932885906
295	0.8828750802	0.3884859269	0.7945529353	0.2790873091	0.9932885906	0.9932885906
296	0.8832970378	0.3878821687	0.7952367084	0.2799319085	0.9932885906	0.9932885906
297	0.8836237665	0.3870788286	0.7961978083	0.2811252614	0.9926174497	0.9926174497
298	0.8846182588	0.3863511471	0.7973811053	0.2826045446	0.9932885906	0.9932885906
299	0.8848300211	0.3859618399	0.7977252825	0.2830369095	0.9932885906	0.9932885906
300	0.8852008491	0.3855192383	0.7983283081	0.2837967402	0.9932885906	0.9932885906
301	0.8852649938	0.3850709098	0.7988668381	0.2844777842	0.9926174497	0.9926174497
302	0.8855037433	0.3844587701	0.7992557659	0.2849710983	0.9926174497	0.9926174497
303	0.8863683347	0.3839346087	0.8002294808	0.2862115645	0.9932885906	0.9932885906
304	0.886232596	0.3830613933	0.800881088	0.2870460284	0.9919463087	0.9919463087
305	0.886232596	0.3828417168	0.800881088	0.2870460284	0.9919463087	0.9919463087
306	0.8868713736	0.3819796441	0.8019250222	0.2883902439	0.9919463087	0.9919463087
307	0.8876049732	0.3813927724	0.8026860091	0.289375856	0.9926174497	0.9926174497
308	0.8875377469	0.3809747164	0.8030153516	0.2898039216	0.9919463087	0.9919463087
309	0.8880448607	0.3805285785	0.8038459869	0.2908876205	0.9919463087	0.9919463087
310	0.8881249843	0.3799532445	0.803977297	0.2910594722	0.9919463087	0.9919463087
311	0.8886595112	0.379355365	0.8048537948	0.2922103598	0.9919463087	0.9919463087
312	0.8887664938	0.3790098837	0.8050293238	0.2924416304	0.9919463087	0.9919463087
313	0.8901718272	0.3782230481	0.8068942432	0.2949152542	0.9926174497	0.9926174497
